timestamp,umidade_solo,ph_solo,nitrogenio,fosforo,potassio,temperatura,chuva_mm,irrigacao_ativa
2025-10-02 06:00:00,64.5,6.7,1,1,0,23.8,0.0,0
2025-10-02 07:00:00,67.0,5.9,1,1,0,24.4,0.0,0
2025-10-02 08:00:00,56.2,6.0,1,0,1,24.6,0.0,1
2025-10-02 09:00:00,57.7,6.5,1,1,1,26.1,0.0,1
2025-10-02 10:00:00,54.7,6.7,1,1,1,29.0,0.0,1
2025-10-02 11:00:00,63.5,5.9,1,0,0,28.9,0.0,0
2025-10-02 12:00:00,56.2,6.9,0,0,1,28.3,0.0,0
2025-10-02 13:00:00,63.1,6.5,0,0,1,28.4,0.0,0
2025-10-02 14:00:00,61.1,6.9,1,1,1,30.2,0.0,0
2025-10-02 15:00:00,62.0,6.7,1,1,1,27.9,0.0,0
2025-10-02 16:00:00,67.3,5.9,1,1,1,26.0,0.0,0
2025-10-02 17:00:00,58.6,6.7,1,1,1,25.2,0.0,1
2025-10-02 18:00:00,72.8,6.5,0,1,1,20.3,0.0,0
2025-10-02 19:00:00,74.3,6.8,0,0,1,18.4,0.0,0
2025-10-02 20:00:00,73.5,6.9,1,1,1,17.0,0.0,0
2025-10-02 21:00:00,75.7,6.8,0,1,0,18.1,0.0,0
2025-10-02 22:00:00,75.4,6.8,0,1,0,15,0.0,0
2025-10-02 23:00:00,76.3,6.1,0,1,1,15,0.0,0
2025-10-03 00:00:00,62.8,6.0,1,0,0,15.2,0.0,0
2025-10-03 01:00:00,69.0,7.0,1,0,1,15,0.0,0
2025-10-03 02:00:00,76.4,6.1,1,1,0,17.0,0.0,0
2025-10-03 03:00:00,70.3,6.3,1,1,0,15.6,0.0,0
2025-10-03 04:00:00,70.4,6.7,1,0,1,16.0,0.0,0
2025-10-03 05:00:00,65.3,6.2,0,0,1,18.2,0.0,0
2025-10-03 06:00:00,64.1,6.2,1,1,0,21.2,0.0,0
2025-10-03 07:00:00,64.6,6.2,1,1,1,24.8,0.0,0
2025-10-03 08:00:00,64.5,6.4,1,1,1,25.7,0.0,0
2025-10-03 09:00:00,53.9,5.9,1,1,1,29.3,0.0,0
2025-10-03 10:00:00,61.2,6.1,1,1,1,30.2,0.0,0
2025-10-03 11:00:00,52.1,6.3,1,1,1,29.6,0.0,1
2025-10-03 12:00:00,61.1,5.8,0,0,1,30.0,0.0,0
2025-10-03 13:00:00,66.4,6.4,1,1,0,29.4,0.0,0
2025-10-03 14:00:00,62.2,7.0,1,0,0,28.8,0.0,0
2025-10-03 15:00:00,60.2,6.8,1,0,0,28.1,0.0,0
2025-10-03 16:00:00,57.8,6.6,0,1,1,25.9,0.0,1
2025-10-03 17:00:00,68.9,6.2,1,1,1,23.2,5.7,0
2025-10-03 18:00:00,57.4,6.3,1,1,1,22.8,0.0,1
2025-10-03 19:00:00,68.3,6.6,0,0,1,19.6,0.0,0
2025-10-03 20:00:00,73.9,6.8,0,1,0,16.0,0.0,0
2025-10-03 21:00:00,64.9,6.1,1,1,1,16.5,0.0,0
2025-10-03 22:00:00,64.6,6.4,1,1,1,15.8,0.0,0
2025-10-03 23:00:00,63.0,6.6,1,1,1,15,0.0,0
2025-10-04 00:00:00,67.8,6.7,1,0,0,15,0.0,0
2025-10-04 01:00:00,74.7,7.0,1,0,0,15,2.3,0
2025-10-04 02:00:00,77.2,6.0,1,1,1,15.7,0.0,0
2025-10-04 03:00:00,64.5,6.6,0,1,1,17.0,0.0,0
2025-10-04 04:00:00,72.5,7.0,1,1,1,19.0,0.0,0
2025-10-04 05:00:00,64.5,6.7,1,0,1,20.6,0.0,0
2025-10-04 06:00:00,71.9,6.5,1,0,0,20.4,0.0,0
2025-10-04 07:00:00,61.7,6.4,1,0,0,23.5,0.0,0
2025-10-04 08:00:00,65.2,6.8,1,1,0,24.4,0.0,0
2025-10-04 09:00:00,63.9,6.4,1,1,0,29.5,0.0,0
2025-10-04 10:00:00,65.5,5.9,0,1,1,28.0,0.0,0
2025-10-04 11:00:00,50.9,6.8,1,1,0,30.2,0.0,1
2025-10-04 12:00:00,62.3,6.1,1,0,1,29.4,0.0,0
2025-10-04 13:00:00,62.3,6.6,1,1,0,30.6,0.0,0
2025-10-04 14:00:00,63.8,6.2,1,1,1,27.3,0.0,0
2025-10-04 15:00:00,58.0,6.6,1,1,1,27.4,0.0,1
2025-10-04 16:00:00,63.3,6.7,1,1,1,24.8,0.0,0
2025-10-04 17:00:00,63.0,6.1,1,1,1,25.0,0.0,0
2025-10-04 18:00:00,75.8,7.0,1,0,1,20.7,8.9,0
2025-10-04 19:00:00,71.4,6.5,1,1,1,21.4,0.0,0
2025-10-04 20:00:00,69.3,6.8,1,1,1,16.2,0.0,0
2025-10-04 21:00:00,71.6,6.2,0,1,0,15,0.0,0
2025-10-04 22:00:00,65.8,6.4,1,1,0,15.5,0.0,0
2025-10-04 23:00:00,71.6,6.5,1,0,1,16.2,0.0,0
2025-10-05 00:00:00,65.1,6.0,1,1,1,15,0.0,0
2025-10-05 01:00:00,66.3,6.6,1,1,1,15,0.0,0
2025-10-05 02:00:00,71.2,6.6,0,1,1,16.8,0.0,0
2025-10-05 03:00:00,74.3,5.9,1,1,0,16.9,0.0,0
2025-10-05 04:00:00,61.9,6.6,1,0,1,18.3,0.0,0
2025-10-05 05:00:00,69.3,6.2,1,1,0,19.9,2.5,0
2025-10-05 06:00:00,71.2,7.0,1,1,1,23.3,0.0,0
2025-10-05 07:00:00,64.9,6.9,1,1,1,25.1,0.0,0
2025-10-05 08:00:00,68.9,6.6,0,1,1,26.0,6.5,0
2025-10-05 09:00:00,66.2,6.5,1,1,1,26.8,0.0,0
2025-10-05 10:00:00,58.2,7.0,1,1,1,30.8,0.0,0
2025-10-05 11:00:00,63.9,6.6,0,1,1,28.5,0.0,0
2025-10-05 12:00:00,60.4,5.9,0,1,1,31.7,0.0,0
2025-10-05 13:00:00,60.7,5.9,0,0,1,28.4,0.0,0
2025-10-05 14:00:00,60.7,6.7,1,1,0,27.4,0.0,0
2025-10-05 15:00:00,59.7,6.3,0,1,0,29.6,0.0,0
2025-10-05 16:00:00,65.2,6.3,0,1,0,27.5,0.0,0
2025-10-05 17:00:00,65.4,7.0,1,1,1,23.2,0.0,0
2025-10-05 18:00:00,66.2,6.3,1,1,1,21.4,0.0,0
2025-10-05 19:00:00,70.8,5.9,1,0,0,20.2,0.0,0
2025-10-05 20:00:00,73.7,7.0,1,1,1,17.5,0.0,0
2025-10-05 21:00:00,75.2,6.3,1,1,0,16.7,0.0,0
2025-10-05 22:00:00,65.1,6.4,0,1,1,15,0.0,0
2025-10-05 23:00:00,76.2,6.8,1,1,0,15,0.0,0
2025-10-06 00:00:00,63.2,5.9,1,0,0,15.0,0.0,0
2025-10-06 01:00:00,63.9,6.6,0,1,1,15.3,0.0,0
2025-10-06 02:00:00,84.4,6.2,1,1,1,16.7,12.3,0
2025-10-06 03:00:00,61.9,6.8,1,1,0,17.5,0.0,0
2025-10-06 04:00:00,65.4,6.1,1,0,0,16.6,0.0,0
2025-10-06 05:00:00,65.2,6.2,1,1,1,20.6,0.0,0
2025-10-06 06:00:00,61.0,6.3,1,1,1,21.0,0.0,0
2025-10-06 07:00:00,59.8,7.0,1,1,1,24.4,0.0,0
2025-10-06 08:00:00,54.0,6.5,1,0,1,26.7,0.0,1
2025-10-06 09:00:00,57.1,6.6,1,0,0,28.9,0.0,0
2025-10-06 10:00:00,61.0,6.9,1,1,1,29.6,0.0,0
2025-10-06 11:00:00,52.0,6.2,1,1,1,30.0,0.0,1
2025-10-06 12:00:00,58.9,6.9,0,1,0,30.2,0.0,0
2025-10-06 13:00:00,62.8,6.2,1,0,1,29.7,0.0,0
2025-10-06 14:00:00,61.5,7.0,0,0,1,30.8,0.0,0
2025-10-06 15:00:00,72.3,6.6,1,1,0,28.8,9.0,0
2025-10-06 16:00:00,56.1,5.8,0,1,0,27.8,0.0,0
2025-10-06 17:00:00,89.8,6.2,1,1,0,23.0,12.7,0
2025-10-06 18:00:00,59.2,6.9,1,1,1,21.2,0.0,0
2025-10-06 19:00:00,64.6,6.7,1,1,1,20.9,0.0,0
2025-10-06 20:00:00,75.4,5.8,1,1,0,18.0,0.0,0
2025-10-06 21:00:00,85.4,7.0,1,1,1,17.8,10.9,0
2025-10-06 22:00:00,69.9,6.6,1,1,1,15,0.0,0
2025-10-06 23:00:00,64.3,6.5,1,0,1,15.4,0.0,0
2025-10-07 00:00:00,67.9,6.0,0,1,0,15,0.0,0
2025-10-07 01:00:00,66.6,6.0,1,1,1,15,0.0,0
2025-10-07 02:00:00,66.8,6.0,1,0,1,16.2,0.0,0
2025-10-07 03:00:00,73.2,6.4,1,1,0,17.3,0.0,0
2025-10-07 04:00:00,75.5,6.4,1,0,1,16.2,0.0,0
2025-10-07 05:00:00,69.7,6.4,0,1,1,19.8,0.0,0
2025-10-07 06:00:00,75.2,6.5,1,0,1,22.4,5.6,0
2025-10-07 07:00:00,57.1,6.6,0,0,0,23.9,0.0,0
2025-10-07 08:00:00,60.3,6.1,1,1,1,26.9,0.0,0
2025-10-07 09:00:00,64.4,6.2,1,0,1,26.0,0.0,0
2025-10-07 10:00:00,67.1,6.8,1,1,1,30.3,3.3,0
2025-10-07 11:00:00,57.1,6.6,0,0,0,29.0,0.0,0
2025-10-07 12:00:00,54.7,6.5,1,0,1,31.9,0.0,1
2025-10-07 13:00:00,57.9,6.7,1,0,0,28.2,0.0,0
2025-10-07 14:00:00,59.8,6.6,1,0,0,30.8,0.0,0
2025-10-07 15:00:00,64.5,6.2,1,1,0,26.7,0.0,0
2025-10-07 16:00:00,55.8,6.6,1,0,1,26.3,0.0,1
2025-10-07 17:00:00,61.6,6.7,0,1,1,23.7,0.0,0
2025-10-07 18:00:00,68.3,6.6,1,0,1,20.2,0.0,0
2025-10-07 19:00:00,70.9,5.9,1,1,1,19.7,0.0,0
2025-10-07 20:00:00,61.0,6.3,1,1,1,17.9,0.0,0
2025-10-07 21:00:00,66.5,6.2,1,0,1,15.2,0.0,0
2025-10-07 22:00:00,70.6,6.8,0,1,0,15,0.0,0
2025-10-07 23:00:00,95,6.5,1,0,1,15,14.0,0
2025-10-08 00:00:00,84.7,6.5,0,0,1,15,6.2,0
2025-10-08 01:00:00,71.5,6.4,1,1,1,15.7,0.0,0
2025-10-08 02:00:00,70.8,5.9,1,0,1,15,0.0,0
2025-10-08 03:00:00,73.8,6.1,1,1,1,17.3,0.0,0
2025-10-08 04:00:00,62.2,6.7,1,0,0,19.0,0.0,0
2025-10-08 05:00:00,67.9,6.6,1,0,1,19.7,0.0,0
2025-10-08 06:00:00,74.5,6.1,1,1,1,20.6,7.7,0
2025-10-08 07:00:00,75.9,6.8,0,1,1,23.9,12.8,0
2025-10-08 08:00:00,66.5,6.9,1,0,1,25.9,0.0,0
2025-10-08 09:00:00,55.5,5.9,1,0,1,26.9,0.0,0
2025-10-08 10:00:00,53.5,6.1,1,1,1,29.8,0.0,1
2025-10-08 11:00:00,56.4,6.3,1,1,0,28.4,0.0,1
2025-10-08 12:00:00,65.8,6.1,1,0,0,30.6,3.2,0
2025-10-08 13:00:00,59.0,6.0,1,0,1,31.2,0.0,1
2025-10-08 14:00:00,66.8,6.2,1,0,0,28.5,0.0,0
2025-10-08 15:00:00,63.8,6.6,1,1,1,28.3,0.0,0
2025-10-08 16:00:00,57.2,6.1,0,1,1,25.4,0.0,1
2025-10-08 17:00:00,77.6,6.7,0,0,1,22.6,13.0,0
2025-10-08 18:00:00,59.7,6.3,1,0,0,21.3,0.0,0
2025-10-08 19:00:00,64.6,6.3,1,1,1,21.2,0.0,0
2025-10-08 20:00:00,68.1,6.4,1,0,1,17.1,0.0,0
2025-10-08 21:00:00,75.6,7.0,1,1,1,17.7,0.0,0
2025-10-08 22:00:00,75.5,6.8,1,1,1,15.2,0.0,0
2025-10-08 23:00:00,63.6,6.8,0,1,0,15.8,0.0,0
2025-10-09 00:00:00,65.0,6.3,0,1,1,15,0.0,0
2025-10-09 01:00:00,74.7,6.1,0,1,1,15,2.7,0
2025-10-09 02:00:00,71.6,6.7,1,1,0,16.8,0.0,0
2025-10-09 03:00:00,72.2,6.3,1,1,1,17.1,0.0,0
2025-10-09 04:00:00,70.8,6.4,1,1,1,19.3,0.0,0
2025-10-09 05:00:00,72.8,6.3,1,0,1,18.1,0.0,0
2025-10-09 06:00:00,62.4,6.0,1,1,1,20.1,0.0,0
2025-10-09 07:00:00,57.0,7.0,1,1,1,23.7,0.0,0
2025-10-09 08:00:00,58.4,6.4,1,0,1,28.0,0.0,1
2025-10-09 09:00:00,59.6,6.7,1,0,0,25.7,0.0,0
2025-10-09 10:00:00,78.6,6.0,0,1,1,28.3,9.1,0
2025-10-09 11:00:00,51.4,6.7,1,1,1,30.3,0.0,1
2025-10-09 12:00:00,81.0,7.0,1,1,0,28.8,14.1,0
2025-10-09 13:00:00,64.3,6.8,1,1,1,28.5,0.0,0
2025-10-09 14:00:00,64.5,6.3,0,1,1,30.5,0.0,0
2025-10-09 15:00:00,63.9,6.7,1,1,0,29.4,0.0,0
2025-10-09 16:00:00,54.9,6.6,1,1,1,26.2,0.0,1
2025-10-09 17:00:00,55.4,6.8,1,0,1,24.8,0.0,1
2025-10-09 18:00:00,56.7,6.6,1,0,1,23.9,0.0,1
2025-10-09 19:00:00,67.0,6.7,1,1,0,21.7,0.0,0
2025-10-09 20:00:00,69.7,6.5,1,0,1,17.5,0.0,0
2025-10-09 21:00:00,69.2,6.3,1,1,1,17.4,0.0,0
2025-10-09 22:00:00,68.0,6.5,1,1,1,16.0,0.0,0
2025-10-09 23:00:00,76.2,6.4,1,0,1,16.3,0.0,0
2025-10-10 00:00:00,63.5,6.6,0,1,1,15.6,0.0,0
2025-10-10 01:00:00,76.9,6.8,1,0,1,15,0.0,0
2025-10-10 02:00:00,63.6,6.0,1,0,1,16.2,0.0,0
2025-10-10 03:00:00,74.2,6.5,1,1,1,16.6,0.0,0
2025-10-10 04:00:00,67.0,6.7,0,1,0,20.0,0.0,0
2025-10-10 05:00:00,69.1,6.2,0,0,1,20.5,0.0,0
2025-10-10 06:00:00,65.0,6.9,1,1,1,20.7,0.0,0
2025-10-10 07:00:00,67.8,6.2,0,0,0,22.7,0.0,0
2025-10-10 08:00:00,63.4,6.0,1,1,1,25.0,0.0,0
2025-10-10 09:00:00,56.0,6.6,1,1,0,26.3,0.0,1
2025-10-10 10:00:00,51.7,5.9,1,1,1,29.2,0.0,0
2025-10-10 11:00:00,60.2,6.4,1,1,0,30.8,0.0,0
2025-10-10 12:00:00,61.6,6.2,1,1,1,29.9,0.0,0
2025-10-10 13:00:00,60.5,6.2,1,0,0,29.7,0.0,0
2025-10-10 14:00:00,55.9,6.5,1,1,1,30.8,0.0,1
2025-10-10 15:00:00,68.2,6.5,1,0,1,26.6,5.8,0
2025-10-10 16:00:00,59.4,6.7,1,1,1,25.3,0.0,1
2025-10-10 17:00:00,85.5,7.0,1,1,1,23.3,14.3,0
2025-10-10 18:00:00,67.5,6.4,1,0,1,22.0,0.0,0
2025-10-10 19:00:00,69.6,6.2,1,1,1,21.5,0.0,0
2025-10-10 20:00:00,85.2,6.1,0,0,1,18.2,8.6,0
2025-10-10 21:00:00,72.8,6.2,0,0,1,18.2,0.0,0
2025-10-10 22:00:00,63.2,6.0,1,1,1,15.1,0.0,0
2025-10-10 23:00:00,67.8,6.5,1,0,0,15,0.0,0
2025-10-11 00:00:00,75.9,6.4,1,1,0,15,0.0,0
2025-10-11 01:00:00,78.3,6.5,0,0,1,15,0.0,0
2025-10-11 02:00:00,78.1,6.7,0,1,0,15,0.0,0
2025-10-11 03:00:00,71.3,6.5,0,1,1,16.7,0.0,0
2025-10-11 04:00:00,63.5,5.8,1,1,1,16.1,0.0,0
2025-10-11 05:00:00,73.6,6.8,1,1,1,19.6,0.0,0
2025-10-11 06:00:00,68.6,6.4,1,1,0,20.8,0.0,0
2025-10-11 07:00:00,68.2,6.7,1,0,1,23.4,0.0,0
2025-10-11 08:00:00,63.7,6.1,0,1,1,24.8,0.0,0
2025-10-11 09:00:00,58.5,6.2,0,0,1,26.5,0.0,0
2025-10-11 10:00:00,58.8,7.0,0,0,0,27.4,0.0,0
2025-10-11 11:00:00,62.9,6.2,1,1,1,28.9,0.0,0
2025-10-11 12:00:00,66.5,6.6,1,1,1,28.8,0.0,0
2025-10-11 13:00:00,60.1,6.6,1,1,0,28.7,0.0,0
2025-10-11 14:00:00,52.8,6.5,0,1,0,27.3,0.0,0
2025-10-11 15:00:00,54.4,7.0,1,1,0,29.2,0.0,0
2025-10-11 16:00:00,63.6,6.7,0,0,1,24.4,0.0,0
2025-10-11 17:00:00,68.8,7.0,1,1,0,25.6,0.0,0
2025-10-11 18:00:00,69.6,5.8,1,1,0,23.8,0.0,0
2025-10-11 19:00:00,68.0,6.4,0,0,1,19.1,0.0,0
2025-10-11 20:00:00,63.8,6.4,1,1,0,16.8,0.0,0
2025-10-11 21:00:00,72.7,6.0,0,0,0,17.5,0.0,0
2025-10-11 22:00:00,81.5,6.0,1,1,1,15.1,10.7,0
2025-10-11 23:00:00,77.9,6.2,1,1,1,15,0.0,0
2025-10-12 00:00:00,72.8,6.3,1,0,0,15,3.5,0
2025-10-12 01:00:00,77.3,6.2,1,1,1,15,0.0,0
2025-10-12 02:00:00,72.3,6.3,1,1,1,15,0.0,0
2025-10-12 03:00:00,65.0,6.7,0,1,1,17.0,0.0,0
2025-10-12 04:00:00,74.5,6.5,1,1,1,18.8,9.3,0
2025-10-12 05:00:00,61.1,6.0,1,1,1,19.2,0.0,0
2025-10-12 06:00:00,64.3,6.3,1,1,0,23.2,0.0,0
2025-10-12 07:00:00,67.7,6.7,1,1,1,25.0,0.0,0
2025-10-12 08:00:00,70.1,5.9,0,1,1,24.3,0.0,0
2025-10-12 09:00:00,67.3,6.6,1,0,1,28.7,0.0,0
2025-10-12 10:00:00,56.3,6.6,1,1,1,30.4,0.0,1
2025-10-12 11:00:00,59.9,6.4,1,1,1,29.1,0.0,1
2025-10-12 12:00:00,62.9,6.5,1,0,1,28.1,0.0,0
2025-10-12 13:00:00,66.3,6.7,1,0,1,29.1,0.0,0
2025-10-12 14:00:00,50.9,6.0,1,1,1,30.0,0.0,1
2025-10-12 15:00:00,75.6,6.1,1,0,1,28.5,11.6,0
2025-10-12 16:00:00,66.9,6.7,1,1,1,26.0,0.0,0
2025-10-12 17:00:00,58.2,6.6,1,1,1,23.4,0.0,1
2025-10-12 18:00:00,70.1,6.6,1,1,0,23.8,0.0,0
2025-10-12 19:00:00,69.8,6.2,1,1,1,21.7,0.0,0
2025-10-12 20:00:00,73.0,6.2,1,0,0,19.0,0.0,0
2025-10-12 21:00:00,70.2,6.0,1,1,1,16.6,0.0,0
2025-10-12 22:00:00,62.6,6.7,1,1,1,16.8,0.0,0
2025-10-12 23:00:00,65.6,6.7,1,1,1,15,0.0,0
2025-10-13 00:00:00,77.5,5.8,0,0,1,15.5,0.0,0
2025-10-13 01:00:00,65.4,6.5,1,0,1,16.3,0.0,0
2025-10-13 02:00:00,70.2,6.2,1,1,1,16.2,0.0,0
2025-10-13 03:00:00,70.1,6.8,0,1,1,15,0.0,0
2025-10-13 04:00:00,62.3,6.1,0,1,1,18.3,0.0,0
2025-10-13 05:00:00,65.9,6.8,1,0,1,18.5,0.0,0
2025-10-13 06:00:00,73.3,6.6,1,1,0,21.0,0.0,0
2025-10-13 07:00:00,64.3,6.9,1,1,1,22.7,0.0,0
2025-10-13 08:00:00,70.4,6.6,0,1,0,24.1,0.0,0
2025-10-13 09:00:00,53.5,6.4,1,1,1,26.6,0.0,1
2025-10-13 10:00:00,58.9,5.8,1,1,1,29.4,0.0,0
2025-10-13 11:00:00,51.8,6.8,1,0,0,28.8,0.0,0
